riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-525f7860,SUP-c8d8e118,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c8d8e118 is 0.,N/A,Active
RISK-eb1ad3cf,SUP-4973df09,Country Risk,0.0,Country Risk for supplier SUP-4973df09 is 0.,N/A,Active
RISK-dd036d7f,SUP-4973df09,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4973df09 is 0.,N/A,Active
RISK-77e7783a,SUP-4973df09,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4973df09 is 0.,N/A,Active
RISK-3778deda,SUP-4973df09,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4973df09 is 0.,N/A,Active
RISK-84320a29,SUP-e207c286,Country Risk,15.0,Country Risk for supplier SUP-e207c286 is 15.,N/A,Active
RISK-ca460c0d,SUP-e207c286,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e207c286 is 0.,N/A,Active
RISK-5ef64caf,SUP-e207c286,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-e207c286 is 0.,N/A,Active
RISK-b77d056f,SUP-e207c286,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e207c286 is 0.,N/A,Active
RISK-4724f44e,SUP-c3f1c2da,Country Risk,15.0,Country Risk for supplier SUP-c3f1c2da is 15.,N/A,Active
RISK-2d3f2d76,SUP-c3f1c2da,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c3f1c2da is 0.,N/A,Active
RISK-4b63d0cd,SUP-c3f1c2da,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c3f1c2da is 0.,N/A,Active
RISK-9e1a45bf,SUP-c3f1c2da,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c3f1c2da is 0.,N/A,Active
RISK-97e9647d,SUP-02e8db01,Country Risk,15.0,Country Risk for supplier SUP-02e8db01 is 15.,N/A,Active
RISK-3a751633,SUP-02e8db01,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-02e8db01 is 0.,N/A,Active
RISK-a4e0583f,SUP-02e8db01,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-02e8db01 is 10.,N/A,Active
RISK-61663834,SUP-02e8db01,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-02e8db01 is 0.,N/A,Active
RISK-34fb80e7,SUP-f39c5427,Country Risk,15.0,Country Risk for supplier SUP-f39c5427 is 15.,N/A,Active
RISK-8207120f,SUP-f39c5427,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f39c5427 is 0.,N/A,Active
RISK-50abcd47,SUP-f39c5427,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-f39c5427 is 25.,N/A,Active
RISK-69d86572,SUP-f39c5427,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f39c5427 is 0.,N/A,Active
RISK-5c914e15,SUP-3a2a0fab,Country Risk,0.0,Country Risk for supplier SUP-3a2a0fab is 0.,N/A,Active
RISK-11bcf8c4,SUP-3a2a0fab,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-3a2a0fab is 0.,N/A,Active
RISK-d997af45,SUP-3a2a0fab,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-3a2a0fab is 25.,N/A,Active
RISK-1630d226,SUP-3a2a0fab,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-3a2a0fab is 0.,N/A,Active
RISK-dab61482,SUP-0b60c0ab,Country Risk,15.0,Country Risk for supplier SUP-0b60c0ab is 15.,N/A,Active
RISK-2cce12e9,SUP-0b60c0ab,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0b60c0ab is 0.,N/A,Active
RISK-c2f8684e,SUP-0b60c0ab,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0b60c0ab is 0.,N/A,Active
RISK-35a39ad0,SUP-0b60c0ab,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0b60c0ab is 0.,N/A,Active
RISK-a4caa8ba,SUP-79c48927,Country Risk,0.0,Country Risk for supplier SUP-79c48927 is 0.,N/A,Active
RISK-0c61dcc2,SUP-79c48927,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-79c48927 is 0.,N/A,Active
RISK-68201146,SUP-79c48927,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-79c48927 is 0.,N/A,Active
RISK-a79d8c2b,SUP-79c48927,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-79c48927 is 0.,N/A,Active
RISK-dd056390,SUP-a0c87085,Country Risk,15.0,Country Risk for supplier SUP-a0c87085 is 15.,N/A,Active
RISK-c63a40af,SUP-a0c87085,Single Sourcing Risk,10.0,Single Sourcing Risk for supplier SUP-a0c87085 is 10.0.,N/A,Active
RISK-66e2f1f9,SUP-a0c87085,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-a0c87085 is 0.,N/A,Active
RISK-466c77f3,SUP-a0c87085,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-a0c87085 is 0.,N/A,Active
RISK-44a891bf,SUP-b2cf0670,Country Risk,0.0,Country Risk for supplier SUP-b2cf0670 is 0.,N/A,Active
RISK-64c1cc13,SUP-b2cf0670,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b2cf0670 is 0.,N/A,Active
RISK-28e5af26,SUP-b2cf0670,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b2cf0670 is 0.,N/A,Active
RISK-f4860091,SUP-b2cf0670,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b2cf0670 is 0.,N/A,Active
RISK-003164e3,SUP-fbcdb05b,Country Risk,15.0,Country Risk for supplier SUP-fbcdb05b is 15.,N/A,Active
RISK-78c7be4c,SUP-fbcdb05b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-fbcdb05b is 0.,N/A,Active
RISK-d0ec01fc,SUP-fbcdb05b,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-fbcdb05b is 10.,N/A,Active
RISK-fea7e7d8,SUP-fbcdb05b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-fbcdb05b is 0.,N/A,Active
RISK-93effbfb,SUP-1949ba54,Country Risk,15.0,Country Risk for supplier SUP-1949ba54 is 15.,N/A,Active
RISK-53624695,SUP-1949ba54,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1949ba54 is 0.,N/A,Active
RISK-721739ea,SUP-1949ba54,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-1949ba54 is 0.,N/A,Active
RISK-b5dd94c5,SUP-1949ba54,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1949ba54 is 0.,N/A,Active
RISK-9c9a6cc9,SUP-b7eb23ec,Country Risk,15.0,Country Risk for supplier SUP-b7eb23ec is 15.,N/A,Active
RISK-4b4d4272,SUP-b7eb23ec,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b7eb23ec is 0.,N/A,Active
RISK-f10af0c9,SUP-b7eb23ec,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b7eb23ec is 0.,N/A,Active
RISK-569ed83e,SUP-b7eb23ec,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b7eb23ec is 0.,N/A,Active
RISK-44897600,SUP-11af46af,Country Risk,15.0,Country Risk for supplier SUP-11af46af is 15.,N/A,Active
RISK-ba5f8ab0,SUP-11af46af,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-11af46af is 0.,N/A,Active
RISK-4090c84a,SUP-11af46af,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-11af46af is 0.,N/A,Active
RISK-10c10abc,SUP-11af46af,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-11af46af is 0.,N/A,Active
RISK-8fffbaf3,SUP-2819a87c,Country Risk,0.0,Country Risk for supplier SUP-2819a87c is 0.,N/A,Active
RISK-009ab034,SUP-2819a87c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2819a87c is 0.,N/A,Active
RISK-53834055,SUP-2819a87c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2819a87c is 0.,N/A,Active
RISK-473fd245,SUP-2819a87c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2819a87c is 0.,N/A,Active
RISK-c6e5757c,SUP-0e737f61,Country Risk,15.0,Country Risk for supplier SUP-0e737f61 is 15.,N/A,Active
RISK-20fbeab1,SUP-0e737f61,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0e737f61 is 0.,N/A,Active
RISK-57e2891b,SUP-0e737f61,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-0e737f61 is 25.,N/A,Active
RISK-527c6b47,SUP-0e737f61,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0e737f61 is 0.,N/A,Active
RISK-8b25fb73,SUP-45b218a6,Country Risk,0.0,Country Risk for supplier SUP-45b218a6 is 0.,N/A,Active
RISK-13bf6002,SUP-45b218a6,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-45b218a6 is 0.,N/A,Active
RISK-b747a751,SUP-45b218a6,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-45b218a6 is 0.,N/A,Active
RISK-1159b0ac,SUP-45b218a6,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-45b218a6 is 0.,N/A,Active
RISK-17abe70a,SUP-c2aa978f,Country Risk,0.0,Country Risk for supplier SUP-c2aa978f is 0.,N/A,Active
RISK-0ace6459,SUP-c2aa978f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c2aa978f is 0.,N/A,Active
RISK-f1918c2b,SUP-c2aa978f,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-c2aa978f is 25.,N/A,Active
RISK-4ddce004,SUP-c2aa978f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c2aa978f is 0.,N/A,Active
RISK-9578e5ef,SUP-8c24af93,Country Risk,0.0,Country Risk for supplier SUP-8c24af93 is 0.,N/A,Active
RISK-aa66f7c7,SUP-8c24af93,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8c24af93 is 0.,N/A,Active
RISK-5c1bd256,SUP-8c24af93,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-8c24af93 is 0.,N/A,Active
RISK-8fdcd08f,SUP-8c24af93,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8c24af93 is 0.,N/A,Active
RISK-9dd74e01,SUP-e0606575,Country Risk,0.0,Country Risk for supplier SUP-e0606575 is 0.,N/A,Active
RISK-539bdbf5,SUP-e0606575,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e0606575 is 0.,N/A,Active
RISK-a2f9841f,SUP-e0606575,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-e0606575 is 0.,N/A,Active
RISK-2a5ff302,SUP-e0606575,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e0606575 is 0.,N/A,Active
RISK-1ad31d74,SUP-e0f3bbad,Country Risk,15.0,Country Risk for supplier SUP-e0f3bbad is 15.,N/A,Active
RISK-80f112b9,SUP-e0f3bbad,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e0f3bbad is 0.,N/A,Active
RISK-14331a33,SUP-e0f3bbad,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-e0f3bbad is 0.,N/A,Active
RISK-8862c2c8,SUP-e0f3bbad,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e0f3bbad is 0.,N/A,Active
RISK-f43404e0,SUP-fe67c71e,Country Risk,15.0,Country Risk for supplier SUP-fe67c71e is 15.,N/A,Active
RISK-1506718a,SUP-fe67c71e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-fe67c71e is 0.,N/A,Active
RISK-987f9d08,SUP-fe67c71e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-fe67c71e is 0.,N/A,Active
RISK-2c2b7e67,SUP-fe67c71e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-fe67c71e is 0.,N/A,Active
RISK-bb84fbfd,SUP-59361bb3,Country Risk,0.0,Country Risk for supplier SUP-59361bb3 is 0.,N/A,Active
RISK-9428af1a,SUP-59361bb3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-59361bb3 is 0.,N/A,Active
RISK-0a366a24,SUP-59361bb3,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-59361bb3 is 0.,N/A,Active
RISK-5c62f758,SUP-59361bb3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-59361bb3 is 0.,N/A,Active
RISK-dcb5c65a,SUP-03f06eef,Country Risk,15.0,Country Risk for supplier SUP-03f06eef is 15.,N/A,Active
RISK-ed020824,SUP-03f06eef,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-03f06eef is 0.,N/A,Active
RISK-5b9c02a3,SUP-03f06eef,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-03f06eef is 10.,N/A,Active
RISK-2ad8d1d2,SUP-03f06eef,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-03f06eef is 0.,N/A,Active
RISK-8b03f3ee,SUP-0bfdaac0,Country Risk,15.0,Country Risk for supplier SUP-0bfdaac0 is 15.,N/A,Active
RISK-25d365f4,SUP-0bfdaac0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0bfdaac0 is 0.,N/A,Active
RISK-08b231b8,SUP-0bfdaac0,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0bfdaac0 is 0.,N/A,Active
RISK-267c1101,SUP-0bfdaac0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0bfdaac0 is 0.,N/A,Active
RISK-34950450,SUP-d5b1c1b8,Country Risk,0.0,Country Risk for supplier SUP-d5b1c1b8 is 0.,N/A,Active
RISK-3d5d6890,SUP-d5b1c1b8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d5b1c1b8 is 0.,N/A,Active
RISK-e73405a1,SUP-d5b1c1b8,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-d5b1c1b8 is 25.,N/A,Active
RISK-6311960d,SUP-d5b1c1b8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d5b1c1b8 is 0.,N/A,Active
RISK-b3bb4a76,SUP-26fc153f,Country Risk,15.0,Country Risk for supplier SUP-26fc153f is 15.,N/A,Active
RISK-168e5c1d,SUP-26fc153f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-26fc153f is 0.,N/A,Active
RISK-2fd3f598,SUP-26fc153f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-26fc153f is 0.,N/A,Active
RISK-61568f5d,SUP-26fc153f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-26fc153f is 0.,N/A,Active
RISK-f1fdcda8,SUP-200e696c,Country Risk,0.0,Country Risk for supplier SUP-200e696c is 0.,N/A,Active
RISK-e5bb5ae4,SUP-200e696c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-200e696c is 0.,N/A,Active
RISK-ead1682c,SUP-200e696c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-200e696c is 0.,N/A,Active
RISK-4a965fab,SUP-200e696c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-200e696c is 0.,N/A,Active
RISK-2383ea06,SUP-8e697275,Country Risk,15.0,Country Risk for supplier SUP-8e697275 is 15.,N/A,Active
RISK-646340cc,SUP-8e697275,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8e697275 is 0.,N/A,Active
RISK-e6e9e560,SUP-8e697275,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-8e697275 is 0.,N/A,Active
RISK-5019ac08,SUP-8e697275,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8e697275 is 0.,N/A,Active
RISK-c9b748c6,SUP-9c7e592a,Country Risk,15.0,Country Risk for supplier SUP-9c7e592a is 15.,N/A,Active
RISK-d3239181,SUP-9c7e592a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9c7e592a is 0.,N/A,Active
RISK-8f9c6f57,SUP-9c7e592a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9c7e592a is 0.,N/A,Active
RISK-e7095da1,SUP-9c7e592a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9c7e592a is 0.,N/A,Active
RISK-bf845bda,SUP-d5c45b64,Country Risk,0.0,Country Risk for supplier SUP-d5c45b64 is 0.,N/A,Active
RISK-4f04228d,SUP-d5c45b64,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d5c45b64 is 0.,N/A,Active
RISK-28871e23,SUP-d5c45b64,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-d5c45b64 is 25.,N/A,Active
RISK-35dee008,SUP-d5c45b64,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d5c45b64 is 0.,N/A,Active
RISK-f0535140,SUP-fe96227b,Country Risk,0.0,Country Risk for supplier SUP-fe96227b is 0.,N/A,Active
RISK-d11195bc,SUP-fe96227b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-fe96227b is 0.,N/A,Active
RISK-96e69def,SUP-fe96227b,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-fe96227b is 10.,N/A,Active
RISK-d535df0e,SUP-fe96227b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-fe96227b is 0.,N/A,Active
RISK-dacc0a28,SUP-9f4d7f0c,Country Risk,15.0,Country Risk for supplier SUP-9f4d7f0c is 15.,N/A,Active
RISK-c753099a,SUP-9f4d7f0c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9f4d7f0c is 0.,N/A,Active
RISK-3c74f608,SUP-9f4d7f0c,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-9f4d7f0c is 10.,N/A,Active
RISK-4e7d107e,SUP-9f4d7f0c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9f4d7f0c is 0.,N/A,Active
RISK-96e57414,SUP-88f776b6,Country Risk,30.0,Country Risk for supplier SUP-88f776b6 is 30.,N/A,Active
RISK-026db5ca,SUP-88f776b6,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-88f776b6 is 0.,N/A,Active
RISK-39db1216,SUP-88f776b6,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-88f776b6 is 0.,N/A,Active
RISK-1f4ccb09,SUP-88f776b6,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-88f776b6 is 0.,N/A,Active
RISK-ca006b99,SUP-dbe262ef,Country Risk,15.0,Country Risk for supplier SUP-dbe262ef is 15.,N/A,Active
RISK-f3b71590,SUP-dbe262ef,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-dbe262ef is 0.,N/A,Active
RISK-79d7df67,SUP-dbe262ef,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-dbe262ef is 0.,N/A,Active
RISK-1b5a4d6f,SUP-dbe262ef,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-dbe262ef is 0.,N/A,Active
RISK-0244be62,SUP-54216b22,Country Risk,0.0,Country Risk for supplier SUP-54216b22 is 0.,N/A,Active
RISK-29886296,SUP-54216b22,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-54216b22 is 0.,N/A,Active
RISK-6c0763d2,SUP-54216b22,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-54216b22 is 0.,N/A,Active
RISK-75ede0ca,SUP-54216b22,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-54216b22 is 0.,N/A,Active
RISK-6067241e,SUP-2ea6c704,Country Risk,0.0,Country Risk for supplier SUP-2ea6c704 is 0.,N/A,Active
RISK-22ab1cb6,SUP-2ea6c704,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2ea6c704 is 0.,N/A,Active
RISK-be46e8cc,SUP-2ea6c704,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2ea6c704 is 0.,N/A,Active
RISK-d12ff182,SUP-2ea6c704,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2ea6c704 is 0.,N/A,Active
RISK-567dd166,SUP-a0a69b80,Country Risk,0.0,Country Risk for supplier SUP-a0a69b80 is 0.,N/A,Active
RISK-2904d478,SUP-a0a69b80,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-a0a69b80 is 0.,N/A,Active
RISK-6bc12b82,SUP-a0a69b80,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-a0a69b80 is 0.,N/A,Active
RISK-fbf7d88a,SUP-a0a69b80,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-a0a69b80 is 0.,N/A,Active
RISK-b3331b99,SUP-52ce241f,Country Risk,15.0,Country Risk for supplier SUP-52ce241f is 15.,N/A,Active
RISK-8eddc6d2,SUP-52ce241f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-52ce241f is 0.,N/A,Active
RISK-b057b550,SUP-52ce241f,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-52ce241f is 10.,N/A,Active
RISK-9f05858f,SUP-52ce241f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-52ce241f is 0.,N/A,Active
RISK-426bdc70,SUP-fed7499e,Country Risk,0.0,Country Risk for supplier SUP-fed7499e is 0.,N/A,Active
RISK-9482eb6b,SUP-fed7499e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-fed7499e is 0.,N/A,Active
RISK-fe8419d9,SUP-fed7499e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-fed7499e is 0.,N/A,Active
RISK-4243c3cc,SUP-fed7499e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-fed7499e is 0.,N/A,Active
RISK-27aec5e3,SUP-72589b92,Country Risk,0.0,Country Risk for supplier SUP-72589b92 is 0.,N/A,Active
RISK-c30895aa,SUP-72589b92,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-72589b92 is 0.,N/A,Active
RISK-87e0c7c5,SUP-72589b92,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-72589b92 is 10.,N/A,Active
RISK-c5269f56,SUP-72589b92,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-72589b92 is 0.,N/A,Active
RISK-35e410e9,SUP-ca6acbcb,Country Risk,0.0,Country Risk for supplier SUP-ca6acbcb is 0.,N/A,Active
RISK-52e54ae5,SUP-ca6acbcb,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ca6acbcb is 0.,N/A,Active
RISK-a0504b76,SUP-ca6acbcb,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-ca6acbcb is 0.,N/A,Active
RISK-e1ece66c,SUP-ca6acbcb,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ca6acbcb is 0.,N/A,Active
RISK-908e0cbc,SUP-555eadb3,Country Risk,15.0,Country Risk for supplier SUP-555eadb3 is 15.,N/A,Active
RISK-f3e0cb95,SUP-555eadb3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-555eadb3 is 0.,N/A,Active
RISK-af10a2cd,SUP-555eadb3,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-555eadb3 is 10.,N/A,Active
RISK-bd549fd5,SUP-555eadb3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-555eadb3 is 0.,N/A,Active
RISK-d26e7e17,SUP-677cab27,Country Risk,15.0,Country Risk for supplier SUP-677cab27 is 15.,N/A,Active
RISK-4f658ef3,SUP-677cab27,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-677cab27 is 0.,N/A,Active
RISK-c3acfdc6,SUP-677cab27,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-677cab27 is 0.,N/A,Active
RISK-d87e1d97,SUP-677cab27,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-677cab27 is 0.,N/A,Active
RISK-d175bcc8,SUP-4ccc28f8,Country Risk,15.0,Country Risk for supplier SUP-4ccc28f8 is 15.,N/A,Active
RISK-2c4bfa9d,SUP-4ccc28f8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4ccc28f8 is 0.,N/A,Active
RISK-4c237cdb,SUP-4ccc28f8,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4ccc28f8 is 0.,N/A,Active
RISK-1e673222,SUP-4ccc28f8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4ccc28f8 is 0.,N/A,Active
RISK-123d9ec4,SUP-f7aa1d19,Country Risk,15.0,Country Risk for supplier SUP-f7aa1d19 is 15.,N/A,Active
RISK-1f4acaf0,SUP-f7aa1d19,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f7aa1d19 is 0.,N/A,Active
RISK-99bd7104,SUP-f7aa1d19,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-f7aa1d19 is 10.,N/A,Active
RISK-d228ae11,SUP-f7aa1d19,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f7aa1d19 is 0.,N/A,Active
RISK-ef768380,SUP-24bdfd52,Country Risk,0.0,Country Risk for supplier SUP-24bdfd52 is 0.,N/A,Active
RISK-b97437f2,SUP-24bdfd52,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-24bdfd52 is 0.,N/A,Active
RISK-2862d74e,SUP-24bdfd52,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-24bdfd52 is 10.,N/A,Active
RISK-a0fbd58f,SUP-24bdfd52,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-24bdfd52 is 0.,N/A,Active
RISK-c71ed2a6,SUP-28af0534,Country Risk,0.0,Country Risk for supplier SUP-28af0534 is 0.,N/A,Active
RISK-0d9edf81,SUP-28af0534,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-28af0534 is 0.,N/A,Active
RISK-f3831685,SUP-28af0534,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-28af0534 is 0.,N/A,Active
RISK-61e7cbf4,SUP-28af0534,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-28af0534 is 0.,N/A,Active
RISK-22109b53,SUP-c0ba57fc,Country Risk,15.0,Country Risk for supplier SUP-c0ba57fc is 15.,N/A,Active
RISK-26620a88,SUP-c0ba57fc,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c0ba57fc is 0.,N/A,Active
RISK-a25ae0f3,SUP-c0ba57fc,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-c0ba57fc is 10.,N/A,Active
RISK-18b0fd03,SUP-c0ba57fc,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c0ba57fc is 0.,N/A,Active
RISK-6e669afc,SUP-7db396b1,Country Risk,0.0,Country Risk for supplier SUP-7db396b1 is 0.,N/A,Active
RISK-9025efb4,SUP-7db396b1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7db396b1 is 0.,N/A,Active
RISK-985abf4d,SUP-7db396b1,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7db396b1 is 0.,N/A,Active
RISK-e7fa9647,SUP-7db396b1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7db396b1 is 0.,N/A,Active
RISK-28e58ddd,SUP-e87805e3,Country Risk,15.0,Country Risk for supplier SUP-e87805e3 is 15.,N/A,Active
RISK-aab2fa1f,SUP-e87805e3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e87805e3 is 0.,N/A,Active
