invoiceNumber,po_id,amount,issue_date,due_date,paid_date,status,late_payment_flag,supplierReference,glAccount,costCenter,invoiceText,postingDate
INV-8d288ddb,PO-768ea493a5,1107.05,2024-06-01T01:01:23,2024-07-31T01:01:23,2024-07-30T01:01:23,paid,False,4297486961390,GL-1072,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-768ea493a5,2024-06-03 01:01:23
INV-2e7cd311,PO-77248a53c6,112553.98,2025-07-01T08:17:55,2025-09-29T08:17:55,2025-09-26T08:17:55,paid,False,0754309378918,GL-1174,CC-116,Invoice for PO PO-77248a53c6,2025-07-03 08:17:55
INV-134725bb,PO-77248a53c6,137446.02,2025-07-01T08:17:55,2025-09-29T08:17:55,2025-09-15T08:17:55,paid,False,8056651852590,GL-1094,CC-116,Invoice for PO PO-77248a53c6,2025-07-04 08:17:55
INV-9ed6a284,PO-7808f13382,2046.16,2024-06-15T21:30:26,2024-08-14T21:30:26,2024-08-07T21:30:26,paid,False,3408128532279,GL-1056,CC-MKT-EM_UPG_2024_001,Invoice for PO PO-7808f13382,2024-06-21 21:30:26
INV-511322b0,PO-7808f13382,1777.7,2024-06-12T21:30:26,2024-08-11T21:30:26,2024-07-30T21:30:26,paid,False,6546444365410,GL-1139,CC-MKT-EM_UPG_2024_001,Invoice for PO PO-7808f13382,2024-06-17 21:30:26
INV-387eebd2,PO-7830ecf51b,15536.09,2024-02-17T08:22:57,2024-03-18T08:22:57,2024-03-15T08:22:57,paid,False,4403409495426,GL-1154,CC-136,Invoice for PO PO-7830ecf51b,2024-02-19 08:22:57
INV-c3adee36,PO-7830ecf51b,16685.71,2024-02-17T08:22:57,2024-03-18T08:22:57,2024-03-09T08:22:57,paid,False,1547422079904,GL-1070,CC-136,Invoice for PO PO-7830ecf51b,2024-02-20 08:22:57
INV-b2071c01,PO-7830ecf51b,14553.97,2024-02-19T08:22:57,2024-03-20T08:22:57,2024-03-13T08:22:57,paid,False,3520547819271,GL-1171,CC-136,Invoice for PO PO-7830ecf51b,2024-02-29 08:22:57
INV-899360ff,PO-7873efcf4d,4340.26,2024-07-15T00:08:11,2024-08-14T00:08:11,2024-08-04T00:08:11,paid,False,6209804216172,GL-1098,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-7873efcf4d,2024-07-16 00:08:11
INV-a03af5f0,PO-7873efcf4d,3659.74,2024-07-15T00:08:11,2024-08-14T00:08:11,2024-08-01T00:08:11,paid,False,5339591503917,GL-1034,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-7873efcf4d,2024-07-20 00:08:11
INV-97829a2b,PO-7893a4b401,18282.58,2025-03-29T08:02:45,2025-05-28T08:02:45,2025-05-18T08:02:45,paid,False,6999696358530,GL-1009,CC-153,Invoice for PO PO-7893a4b401,2025-04-04 08:02:45
INV-59163804,PO-7893a4b401,16626.18,2025-04-02T08:02:45,2025-06-01T08:02:45,2025-05-19T08:02:45,paid,False,2806127840561,GL-1060,CC-153,Invoice for PO PO-7893a4b401,2025-04-11 08:02:45
INV-299ef1da,PO-793f6e33d3,27910.0,2024-03-20T08:58:56,2024-06-18T08:58:56,2024-07-11T08:58:56,paid,True,3992987258819,GL-1158,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-793f6e33d3,2024-03-28 08:58:56
INV-c0240a5a,PO-7951b8b1ff,10538.79,2023-10-11T08:10:44,2023-11-10T08:10:44,2023-10-26T08:10:44,paid,False,2576946193215,GL-1170,CC-177,Invoice for PO PO-7951b8b1ff,2023-10-15 08:10:44
INV-e2f47057,PO-796015fa61,3035.09,2024-09-10T06:04:02,2024-10-10T06:04:02,2024-09-25T06:04:02,paid,False,8389513400494,GL-1042,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-796015fa61,2024-09-17 06:04:02
INV-4790b547,PO-796015fa61,2708.37,2024-09-11T06:04:02,2024-10-11T06:04:02,2024-10-04T06:04:02,paid,False,8196572796761,GL-1003,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-796015fa61,2024-09-18 06:04:02
INV-d5cc807e,PO-7966b694e9,62230.5,2025-12-31T08:29:23,2026-03-31T08:29:23,2026-04-26T08:29:23,paid,True,8727509324018,GL-1064,CC-156,Invoice for PO PO-7966b694e9,2026-01-02 08:29:23
INV-68fb2c16,PO-7966b694e9,52166.37,2025-12-28T08:29:23,2026-03-28T08:29:23,2026-03-22T08:29:23,paid,False,7523505993132,GL-1050,CC-156,Invoice for PO PO-7966b694e9,2026-01-07 08:29:23
INV-012862cd,PO-798a18980a,994.21,2024-08-29T19:48:36,2024-10-28T19:48:36,,overdue,False,1704330350086,GL-1195,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-798a18980a,2024-09-08 19:48:36
INV-0c0ab4af,PO-798a18980a,889.14,2024-08-27T19:48:36,2024-10-26T19:48:36,2024-11-20T19:48:36,paid,True,9290830084757,GL-1012,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-798a18980a,2024-09-05 19:48:36
INV-3a0796f2,PO-7ad960b5eb,1894.21,2024-07-08T17:12:21,2024-10-06T17:12:21,2024-09-24T17:12:21,paid,False,0133902335472,GL-1030,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-7ad960b5eb,2024-07-16 17:12:21
INV-57663ffe,PO-7ad960b5eb,2105.79,2024-07-08T17:12:21,2024-10-06T17:12:21,2024-09-28T17:12:21,paid,False,7761475667213,GL-1171,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-7ad960b5eb,2024-07-09 17:12:21
INV-3bcdba5c,PO-7b14a2a491,2645.59,2024-05-22T03:18:17,2024-08-20T03:18:17,2024-09-04T03:18:17,paid,True,2169889314825,GL-1004,CC-MKT-EL_MD_2024_001,Invoice for PO PO-7b14a2a491,2024-05-27 03:18:17
INV-beb2e224,PO-7b14a2a491,2434.0,2024-05-24T03:18:17,2024-08-22T03:18:17,2024-08-07T03:18:17,paid,False,2761361084822,GL-1099,CC-MKT-EL_MD_2024_001,Invoice for PO PO-7b14a2a491,2024-06-02 03:18:17
INV-84112425,PO-7b14a2a491,2743.05,2024-05-21T03:18:17,2024-08-19T03:18:17,2024-08-14T03:18:17,paid,False,3162133556889,GL-1147,CC-MKT-EL_MD_2024_001,Invoice for PO PO-7b14a2a491,2024-05-31 03:18:17
INV-db7d1ee5,PO-7c8f90ab81,7163.51,2023-09-03T08:22:37,2023-10-03T08:22:37,2023-09-23T08:22:37,paid,False,6255857462936,GL-1052,CC-166,Invoice for PO PO-7c8f90ab81,2023-09-09 08:22:37
INV-60dc2ab0,PO-7c8f90ab81,6945.25,2023-09-03T08:22:37,2023-10-03T08:22:37,2023-09-18T08:22:37,paid,False,3657005621647,GL-1154,CC-166,Invoice for PO PO-7c8f90ab81,2023-09-07 08:22:37
INV-1e0566df,PO-7c8f90ab81,7681.87,2023-09-03T08:22:37,2023-10-03T08:22:37,2023-09-23T08:22:37,paid,False,6050340707279,GL-1163,CC-166,Invoice for PO PO-7c8f90ab81,2023-09-07 08:22:37
INV-48f19b8a,PO-7d1aa2ddd9,2266.05,2024-06-14T02:48:43,2024-07-14T02:48:43,2024-07-07T02:48:43,paid,False,1886894147293,GL-1140,CC-MKT-ADIDAS_INF_001,Invoice for PO PO-7d1aa2ddd9,2024-06-24 02:48:43
INV-734ea436,PO-7d1aa2ddd9,2490.19,2024-06-13T02:48:43,2024-07-13T02:48:43,2024-07-01T02:48:43,paid,False,9866830269076,GL-1123,CC-MKT-ADIDAS_INF_001,Invoice for PO PO-7d1aa2ddd9,2024-06-21 02:48:43
INV-ee7e69bf,PO-7d1aa2ddd9,2268.39,2024-06-15T02:48:43,2024-07-15T02:48:43,2024-07-13T02:48:43,paid,False,5057161259667,GL-1018,CC-MKT-ADIDAS_INF_001,Invoice for PO PO-7d1aa2ddd9,2024-06-20 02:48:43
INV-88418938,PO-7d6f9a34e7,1231.34,2024-11-18T00:18:26,2025-02-16T00:18:26,2025-02-04T00:18:26,paid,False,7988700420447,GL-1120,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-7d6f9a34e7,2024-11-19 00:18:26
INV-a36974ba,PO-7d6f9a34e7,1263.04,2024-11-16T00:18:26,2025-02-14T00:18:26,2025-03-12T00:18:26,paid,True,7110003341833,GL-1034,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-7d6f9a34e7,2024-11-26 00:18:26
INV-99490691,PO-7d70c4557b,1437.23,2024-06-01T14:57:03,2024-07-01T14:57:03,,overdue,False,4082559331626,GL-1090,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-7d70c4557b,2024-06-07 14:57:03
INV-2626d195,PO-7e39dffa6c,1160.56,2024-04-25T19:15:28,2024-06-24T19:15:28,2024-06-14T19:15:28,paid,False,4551751496872,GL-1044,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-7e39dffa6c,2024-05-03 19:15:28
INV-83023055,PO-7e39dffa6c,1300.16,2024-04-27T19:15:28,2024-06-26T19:15:28,2024-06-14T19:15:28,paid,False,2183356336073,GL-1086,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-7e39dffa6c,2024-05-04 19:15:28
INV-c8d4202e,PO-7e39dffa6c,1254.42,2024-04-25T19:15:28,2024-06-24T19:15:28,2024-07-17T19:15:28,paid,True,2991138336087,GL-1022,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-7e39dffa6c,2024-04-28 19:15:28
INV-c7f676f0,PO-7e886692eb,2050.36,2025-08-09T08:32:33,2025-11-07T08:32:33,2025-10-28T08:32:33,paid,False,0230585393529,GL-1154,CC-155,Invoice for PO PO-7e886692eb,2025-08-18 08:32:33
INV-1a4c6bfd,PO-7e886692eb,1994.57,2025-08-10T08:32:33,2025-11-08T08:32:33,2025-10-27T08:32:33,paid,False,2787429987799,GL-1133,CC-155,Invoice for PO PO-7e886692eb,2025-08-16 08:32:33
INV-accb59de,PO-7e886692eb,2516.75,2025-08-07T08:32:33,2025-11-05T08:32:33,2025-11-02T08:32:33,paid,False,5366600239321,GL-1014,CC-155,Invoice for PO PO-7e886692eb,2025-08-13 08:32:33
INV-7708ae92,PO-7e9149f1ed,570.44,2024-04-02T11:44:10,2024-07-01T11:44:10,2024-06-24T11:44:10,paid,False,8062877928742,GL-1128,CC-MKT-ADIDAS_OCR_ROAS_001,Invoice for PO PO-7e9149f1ed,2024-04-10 11:44:10
INV-dbc9119f,PO-7e9149f1ed,532.84,2024-04-04T11:44:10,2024-07-03T11:44:10,2024-07-31T11:44:10,paid,True,7727102488224,GL-1035,CC-MKT-ADIDAS_OCR_ROAS_001,Invoice for PO PO-7e9149f1ed,2024-04-09 11:44:10
INV-fd4fbb91,PO-7eae6bbcbe,26762.7,2024-03-04T20:39:21,2024-04-03T20:39:21,2024-04-22T20:39:21,paid,True,2539642430725,GL-1123,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-7eae6bbcbe,2024-03-14 20:39:21
INV-5571bf77,PO-7eae6bbcbe,22625.33,2024-03-07T20:39:21,2024-04-06T20:39:21,2024-04-05T20:39:21,paid,False,8373031363362,GL-1118,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-7eae6bbcbe,2024-03-11 20:39:21
INV-a383394d,PO-7f07545e39,40769.58,2023-11-03T08:25:29,2023-12-03T08:25:29,2023-11-19T08:25:29,paid,False,4040333258910,GL-1127,CC-152,Invoice for PO PO-7f07545e39,2023-11-12 08:25:29
INV-5ab5aae2,PO-7f07545e39,41887.23,2023-11-06T08:25:29,2023-12-06T08:25:29,2023-11-26T08:25:29,paid,False,0586924190664,GL-1133,CC-152,Invoice for PO PO-7f07545e39,2023-11-11 08:25:29
INV-a7b50fdf,PO-7f07545e39,40447.03,2023-11-04T08:25:29,2023-12-04T08:25:29,2023-11-19T08:25:29,paid,False,7281912296856,GL-1034,CC-152,Invoice for PO PO-7f07545e39,2023-11-10 08:25:29
INV-281ba3fb,PO-7f27612fe9,1105.16,2024-03-15T13:42:40,2024-04-14T13:42:40,2024-03-31T13:42:40,paid,False,3279775659325,GL-1064,CC-MKT-ADIDAS_OCR_2024_001,Invoice for PO PO-7f27612fe9,2024-03-24 13:42:40
INV-ec3b5fa2,PO-7f27612fe9,1109.04,2024-03-15T13:42:40,2024-04-14T13:42:40,2024-04-08T13:42:40,paid,False,3700904637575,GL-1200,CC-MKT-ADIDAS_OCR_2024_001,Invoice for PO PO-7f27612fe9,2024-03-25 13:42:40
INV-8dbbbf3e,PO-7f6371ebd6,20587.2,2024-01-31T08:08:00,2024-04-30T08:08:00,2024-04-24T08:08:00,paid,False,2082767102935,GL-1034,CC-123,Invoice for PO PO-7f6371ebd6,2024-02-03 08:08:00
INV-42086bf1,PO-7f79236777,569.65,2024-10-23T12:10:10,2025-01-21T12:10:10,2025-02-17T12:10:10,paid,True,2005405831103,GL-1196,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-7f79236777,2024-10-29 12:10:10
INV-195df05e,PO-7f79236777,544.53,2024-10-25T12:10:10,2025-01-23T12:10:10,2025-01-10T12:10:10,paid,False,1549176825417,GL-1123,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-7f79236777,2024-11-04 12:10:10
INV-4c495783,PO-7fb61d3eb2,4008.65,2024-10-18T02:51:34,2024-12-17T02:51:34,,overdue,False,9827391201165,GL-1039,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-7fb61d3eb2,2024-10-28 02:51:34
INV-2e3a94da,PO-7fd429147a,7492.92,2024-03-27T20:26:19,2024-04-26T20:26:19,2024-04-24T20:26:19,paid,False,1397003396797,GL-1158,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-7fd429147a,2024-03-28 20:26:19
INV-5f1f972d,PO-80d51120e8,4127.88,2024-12-10T23:17:16,2025-03-10T23:17:16,2025-02-27T23:17:16,paid,False,0948175589015,GL-1015,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-80d51120e8,2024-12-19 23:17:16
INV-8391a762,PO-80ed371649,876.69,2024-10-30T14:10:38,2024-12-29T14:10:38,2024-12-19T14:10:38,paid,False,3447164862049,GL-1076,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-80ed371649,2024-11-02 14:10:38
INV-299070c8,PO-80ed371649,980.79,2024-11-03T14:10:38,2025-01-02T14:10:38,2024-12-31T14:10:38,paid,False,9477411039515,GL-1146,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-80ed371649,2024-11-11 14:10:38
INV-3c7fd45e,PO-81071a9186,74422.26,2023-10-31T08:30:06,2024-01-29T08:30:06,2024-01-17T08:30:06,paid,False,7162974104405,GL-1146,CC-145,Invoice for PO PO-81071a9186,2023-11-09 08:30:06
INV-bbb20763,PO-81071a9186,62867.93,2023-10-28T08:30:06,2024-01-26T08:30:06,2024-01-13T08:30:06,paid,False,5903221926225,GL-1177,CC-145,Invoice for PO PO-81071a9186,2023-11-06 08:30:06
INV-e679a467,PO-8136118c3b,510.2,2024-09-17T11:34:54,2024-10-17T11:34:54,2024-10-13T11:34:54,paid,False,3615694554110,GL-1068,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-8136118c3b,2024-09-27 11:34:54
INV-99c9f28e,PO-8136118c3b,571.11,2024-09-20T11:34:54,2024-10-20T11:34:54,2024-10-15T11:34:54,paid,False,5926620868408,GL-1039,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-8136118c3b,2024-09-25 11:34:54
INV-7ad39a9a,PO-8136118c3b,477.13,2024-09-20T11:34:54,2024-10-20T11:34:54,2024-10-27T11:34:54,paid,True,6220569373726,GL-1024,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-8136118c3b,2024-09-29 11:34:54
INV-da5b6b4a,PO-83a6336214,56968.57,2025-07-12T08:29:29,2025-09-10T08:29:29,2025-08-26T08:29:29,paid,False,2626299304452,GL-1178,CC-165,Invoice for PO PO-83a6336214,2025-07-18 08:29:29
INV-91071697,PO-83a6336214,55720.24,2025-07-11T08:29:29,2025-09-09T08:29:29,2025-09-08T08:29:29,paid,False,4289047642718,GL-1124,CC-165,Invoice for PO PO-83a6336214,2025-07-14 08:29:29
INV-4011c75f,PO-83ab3e5321,4668.74,2025-05-31T08:26:41,2025-06-30T08:26:41,2025-06-22T08:26:41,paid,False,3046969528763,GL-1076,CC-153,Invoice for PO PO-83ab3e5321,2025-06-06 08:26:41
INV-ad3fc714,PO-83ab3e5321,4923.09,2025-05-28T08:26:41,2025-06-27T08:26:41,2025-06-21T08:26:41,paid,False,2945857087676,GL-1179,CC-153,Invoice for PO PO-83ab3e5321,2025-06-02 08:26:41
INV-983ff208,PO-83d2acd24d,737.91,2025-07-03T08:17:47,2025-10-01T08:17:47,2025-10-19T08:17:47,paid,True,6506347788082,GL-1139,CC-174,Invoice for PO PO-83d2acd24d,2025-07-04 08:17:47
INV-99d587f0,PO-83d2acd24d,842.18,2025-07-05T08:17:47,2025-10-03T08:17:47,,overdue,False,5210214855371,GL-1014,CC-174,Invoice for PO PO-83d2acd24d,2025-07-08 08:17:47
INV-20d2008c,PO-8514833ba7,1297.09,2024-12-18T08:32:50,2025-01-17T08:32:50,2025-01-08T08:32:50,paid,False,8232871563472,GL-1184,CC-168,Invoice for PO PO-8514833ba7,2024-12-25 08:32:50
INV-3cd32095,PO-8514833ba7,1146.46,2024-12-17T08:32:50,2025-01-16T08:32:50,2025-02-07T08:32:50,paid,True,4226097798743,GL-1041,CC-168,Invoice for PO PO-8514833ba7,2024-12-20 08:32:50
INV-b3bda97b,PO-853a687dc3,1438.25,2024-10-25T12:37:40,2025-01-23T12:37:40,2025-01-14T12:37:40,paid,False,3720260574987,GL-1140,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-853a687dc3,2024-10-29 12:37:40
INV-ea3a3a1b,PO-8570849aed,14291.88,2024-06-08T08:25:16,2024-08-07T08:25:16,2024-08-01T08:25:16,paid,False,4163656710122,GL-1126,CC-120,Invoice for PO PO-8570849aed,2024-06-16 08:25:16
INV-de1b816a,PO-85b5f8fd5a,3791.01,2024-04-19T18:20:56,2024-06-18T18:20:56,2024-06-08T18:20:56,paid,False,4647733160203,GL-1191,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-85b5f8fd5a,2024-04-29 18:20:56
INV-66d5ab38,PO-85b5f8fd5a,3175.02,2024-04-18T18:20:56,2024-06-17T18:20:56,2024-06-03T18:20:56,paid,False,1721978587506,GL-1101,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-85b5f8fd5a,2024-04-25 18:20:56
INV-26500fd0,PO-85b5f8fd5a,3449.11,2024-04-20T18:20:56,2024-06-19T18:20:56,2024-06-11T18:20:56,paid,False,5081376049454,GL-1064,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-85b5f8fd5a,2024-04-22 18:20:56
INV-902ddbcd,PO-85dae7e484,7360.0,2023-11-04T08:17:05,2024-02-02T08:17:05,2024-02-19T08:17:05,paid,True,4561209441521,GL-1095,CC-107,Invoice for PO PO-85dae7e484,2023-11-12 08:17:05
INV-fa29fe80,PO-85dae7e484,7277.09,2023-11-02T08:17:05,2024-01-31T08:17:05,2024-01-23T08:17:05,paid,False,6370114852982,GL-1172,CC-107,Invoice for PO PO-85dae7e484,2023-11-10 08:17:05
INV-13212c23,PO-85dae7e484,8774.33,2023-11-03T08:17:05,2024-02-01T08:17:05,,overdue,False,1812112859143,GL-1051,CC-107,Invoice for PO PO-85dae7e484,2023-11-11 08:17:05
INV-f99af607,PO-860671578b,60017.65,2023-11-27T08:12:46,2024-01-26T08:12:46,2024-02-15T08:12:46,paid,True,0559726801663,GL-1053,CC-133,Invoice for PO PO-860671578b,2023-12-07 08:12:46
INV-8fe1bc28,PO-860671578b,58480.59,2023-11-28T08:12:46,2024-01-27T08:12:46,2024-01-26T08:12:46,paid,False,2036751039356,GL-1184,CC-133,Invoice for PO PO-860671578b,2023-12-04 08:12:46
INV-d20b7e1b,PO-86b8909388,20790.01,2023-05-31T08:10:16,2023-07-30T08:10:16,2023-07-27T08:10:16,paid,False,5043756644574,GL-1031,CC-138,Invoice for PO PO-86b8909388,2023-06-07 08:10:16
INV-813521d7,PO-8812dbba15,733.08,2023-10-31T08:17:27,2023-11-30T08:17:27,2023-11-18T08:17:27,paid,False,4550875780089,GL-1063,CC-136,Invoice for PO PO-8812dbba15,2023-11-05 08:17:27
INV-77240f34,PO-8812dbba15,832.63,2023-11-02T08:17:27,2023-12-02T08:17:27,2023-12-01T08:17:27,paid,False,2565304857975,GL-1029,CC-136,Invoice for PO PO-8812dbba15,2023-11-08 08:17:27
INV-2a95dbd0,PO-887288f40b,19764.66,2023-07-25T08:22:07,2023-10-23T08:22:07,2023-10-18T08:22:07,paid,False,0699996215293,GL-1158,CC-155,Invoice for PO PO-887288f40b,2023-07-26 08:22:07
INV-aa8de236,PO-88d547dd46,36011.19,2024-04-04T08:17:46,2024-05-04T08:17:46,2024-04-29T08:17:46,paid,False,4880892837986,GL-1050,CC-154,Invoice for PO PO-88d547dd46,2024-04-11 08:17:46
INV-4ec8e71a,PO-88d547dd46,34526.34,2024-04-02T08:17:46,2024-05-02T08:17:46,2024-04-30T08:17:46,paid,False,5351697404158,GL-1005,CC-154,Invoice for PO PO-88d547dd46,2024-04-03 08:17:46
INV-b780e5b7,PO-88d547dd46,29616.98,2024-04-02T08:17:46,2024-05-02T08:17:46,2024-04-19T08:17:46,paid,False,8585287805286,GL-1187,CC-154,Invoice for PO PO-88d547dd46,2024-04-07 08:17:46
INV-10a953f1,PO-89319fa211,7153.27,2024-05-18T03:09:18,2024-06-17T03:09:18,2024-07-04T03:09:18,paid,True,8939771664277,GL-1024,CC-MKT-EL_MD_2024_001,Invoice for PO PO-89319fa211,2024-05-24 03:09:18
INV-76a410e3,PO-8956693e86,735.34,2024-06-04T06:39:01,2024-07-04T06:39:01,2024-06-28T06:39:01,paid,False,9731979072712,GL-1170,CC-MKT-EM_UPG_2024_001,Invoice for PO PO-8956693e86,2024-06-07 06:39:01
INV-3dc8022a,PO-8956693e86,782.6,2024-06-07T06:39:01,2024-07-07T06:39:01,2024-06-22T06:39:01,paid,False,2710572834689,GL-1029,CC-MKT-EM_UPG_2024_001,Invoice for PO PO-8956693e86,2024-06-09 06:39:01
INV-3f3b7aa2,PO-89a623f9ee,9.92,2024-03-08T17:35:20,2024-05-07T17:35:20,2024-04-24T17:35:20,paid,False,3502095778521,GL-1057,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-89a623f9ee,2024-03-11 17:35:20
INV-6d915b42,PO-8b7bfdf1f0,2233.34,2023-11-12T08:24:47,2024-02-10T08:24:47,2024-01-27T08:24:47,paid,False,3923661059750,GL-1168,CC-114,Invoice for PO PO-8b7bfdf1f0,2023-11-15 08:24:47
INV-2dd00ad7,PO-8b7bfdf1f0,2459.61,2023-11-14T08:24:47,2024-02-12T08:24:47,2024-01-31T08:24:47,paid,False,1919301119559,GL-1024,CC-114,Invoice for PO PO-8b7bfdf1f0,2023-11-15 08:24:47
INV-2b9e081d,PO-8c70573046,500.0,2024-07-22T08:22:11,2024-09-20T08:22:11,2024-09-07T08:22:11,paid,False,9643302332687,GL-1152,CC-164,Invoice for PO PO-8c70573046,2024-07-29 08:22:11
INV-17f5d1b4,PO-8d905abf4e,2405.31,2024-05-30T00:29:04,2024-07-29T00:29:04,2024-07-17T00:29:04,paid,False,5714152992919,GL-1085,CC-MKT-EL_MD_2024_001,Invoice for PO PO-8d905abf4e,2024-06-05 00:29:04
INV-3c2da89c,PO-8d905abf4e,2487.06,2024-06-01T00:29:04,2024-07-31T00:29:04,2024-08-11T00:29:04,paid,True,6761760691160,GL-1090,CC-MKT-EL_MD_2024_001,Invoice for PO PO-8d905abf4e,2024-06-05 00:29:04
INV-e52975fc,PO-8d905abf4e,2107.62,2024-05-31T00:29:04,2024-07-30T00:29:04,2024-08-08T00:29:04,paid,True,9074405971914,GL-1072,CC-MKT-EL_MD_2024_001,Invoice for PO PO-8d905abf4e,2024-06-02 00:29:04
INV-dad34dab,PO-8db6b4e911,1199.47,2024-02-16T20:02:41,2024-05-16T20:02:41,2024-05-02T20:02:41,paid,False,8094809564803,GL-1096,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-8db6b4e911,2024-02-19 20:02:41
INV-b141cc79,PO-8db6b4e911,1110.72,2024-02-16T20:02:41,2024-05-16T20:02:41,2024-05-06T20:02:41,paid,False,3384104952807,GL-1035,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-8db6b4e911,2024-02-22 20:02:41
INV-586f4c60,PO-8db6b4e911,1065.25,2024-02-18T20:02:41,2024-05-18T20:02:41,2024-05-10T20:02:41,paid,False,7881407250549,GL-1136,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-8db6b4e911,2024-02-27 20:02:41
INV-74c7219f,PO-8ddc2425ea,1251.71,2025-04-01T08:27:28,2025-06-30T08:27:28,2025-06-24T08:27:28,paid,False,4992869137309,GL-1076,CC-111,Invoice for PO PO-8ddc2425ea,2025-04-10 08:27:28
INV-da0a678f,PO-8ddc2425ea,1243.11,2025-04-01T08:27:28,2025-06-30T08:27:28,2025-07-29T08:27:28,paid,True,6169468268743,GL-1108,CC-111,Invoice for PO PO-8ddc2425ea,2025-04-02 08:27:28
INV-72114946,PO-8dee6ec751,15119.14,2024-11-18T08:39:43,2025-01-17T08:39:43,2025-01-15T08:39:43,paid,False,0847856572899,GL-1119,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-8dee6ec751,2024-11-26 08:39:43
INV-aca029f9,PO-8dee6ec751,15878.07,2024-11-20T08:39:43,2025-01-19T08:39:43,2025-01-09T08:39:43,paid,False,3040335735878,GL-1135,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-8dee6ec751,2024-11-25 08:39:43
INV-af627170,PO-8e61a3bdf5,123937.77,2025-10-14T08:09:50,2025-11-13T08:09:50,2025-11-12T08:09:50,paid,False,6614792262474,GL-1015,CC-115,Invoice for PO PO-8e61a3bdf5,2025-10-17 08:09:50
INV-dfa182ef,PO-8e61a3bdf5,126062.23,2025-10-15T08:09:50,2025-11-14T08:09:50,2025-11-13T08:09:50,paid,False,7025079289333,GL-1095,CC-115,Invoice for PO PO-8e61a3bdf5,2025-10-24 08:09:50
INV-41e52185,PO-8ec470fe10,12000.0,2024-11-16T07:39:52,2025-01-15T07:39:52,2025-01-11T07:39:52,paid,False,8453934841959,GL-1018,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-8ec470fe10,2024-11-17 07:39:52
INV-7fa36a35,PO-8ecfce96d2,77.66,2024-12-10T05:41:49,2025-03-10T05:41:49,2025-03-03T05:41:49,paid,False,5195456862786,GL-1033,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-8ecfce96d2,2024-12-17 05:41:49
INV-25ae5372,PO-8ecfce96d2,66.36,2024-12-12T05:41:49,2025-03-12T05:41:49,2025-03-09T05:41:49,paid,False,9388035218425,GL-1113,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-8ecfce96d2,2024-12-15 05:41:49
INV-8daee33d,PO-8ecfce96d2,71.44,2024-12-12T05:41:49,2025-03-12T05:41:49,2025-02-26T05:41:49,paid,False,5869067221583,GL-1088,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-8ecfce96d2,2024-12-13 05:41:49
INV-67e65775,PO-8f036e945a,250000.0,2025-12-02T08:22:55,2026-03-02T08:22:55,2026-02-21T08:22:55,paid,False,5044071543429,GL-1093,CC-167,Invoice for PO PO-8f036e945a,2025-12-03 08:22:55
INV-7fa21503,PO-8f1e7c61a9,70604.51,2025-01-05T08:03:41,2025-02-04T08:03:41,2025-01-21T08:03:41,paid,False,9642942225489,GL-1027,CC-157,Invoice for PO PO-8f1e7c61a9,2025-01-13 08:03:41
