riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-05ababa9,SUP-1b78f41c,Country Risk,15.0,Country Risk for supplier SUP-1b78f41c is 15.,Develop a contingency plan.,Active
RISK-4abad3f9,SUP-1b78f41c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1b78f41c is 0.,Develop a contingency plan.,Active
RISK-de24d481,SUP-1b78f41c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-1b78f41c is 0.,Conduct quarterly financial health assessments and implement robust credit checks to ensure supplier stability.,Active
RISK-b4888d25,SUP-1b78f41c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1b78f41c is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-71c103ff,SUP-9a441379,Country Risk,0.0,Country Risk for supplier SUP-9a441379 is 0.,Conduct regular geopolitical assessments to proactively manage country risks associated with suppliers operating in high-risk regions.,Active
RISK-60caa93c,SUP-9a441379,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9a441379 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-f6b289ef,SUP-9a441379,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-9a441379 is 10.,Conduct regular financial health assessments and diversify supply chain to reduce dependency on high-risk suppliers.,Active
RISK-016b79b4,SUP-9a441379,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9a441379 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-88aab807,SUP-8fb42027,Country Risk,0.0,Country Risk for supplier SUP-8fb42027 is 0.,Implement robust local compliance monitoring to address any potential country risks.,Active
RISK-04d79b2b,SUP-8fb42027,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8fb42027 is 0.,Diversify suppliers to reduce reliance on single sources.,Active
RISK-e2d62098,SUP-8fb42027,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-8fb42027 is 0.,Conduct quarterly financial health assessments and maintain multiple reliable suppliers to mitigate financial health risks.,Active
RISK-7f463556,SUP-8fb42027,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8fb42027 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-3e39bc0e,SUP-5d4c42cb,Country Risk,15.0,Country Risk for supplier SUP-5d4c42cb is 15.,Enhance local market research to identify and mitigate potential country-specific risks associated with the supplier.,Active
RISK-b605e8a4,SUP-5d4c42cb,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5d4c42cb is 0.,Diversify supply base to reduce dependency on single suppliers.,Active
RISK-92459dd4,SUP-5d4c42cb,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5d4c42cb is 0.,Conduct quarterly credit checks and verify financial statements to ensure suppliers maintain strong credit ratings and stable cash flow.,Active
RISK-90b76068,SUP-5d4c42cb,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5d4c42cb is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-30d86e20,SUP-407b4062,Country Risk,15.0,Country Risk for supplier SUP-407b4062 is 15.,Conduct regular political stability assessments and diversify supply chains to mitigate country risk.,Active
RISK-932e3d2e,SUP-407b4062,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-407b4062 is 0.,Diversify the supply chain to reduce reliance on single suppliers.,Active
RISK-d8ea1f78,SUP-407b4062,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-407b4062 is 0.,Conduct regular credit checks and financial health assessments on suppliers.,Active
RISK-80679258,SUP-407b4062,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-407b4062 is 0.,Diversify supplier base across geographies to reduce spend concentration risk.,Active
RISK-d9399500,SUP-e56934ad,Country Risk,15.0,Country Risk for supplier SUP-e56934ad is 15.,Diversify supply chain geographically to reduce dependency on high-risk countries.,Active
RISK-cbb9630f,SUP-e56934ad,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e56934ad is 0.,Develop a contingency plan.,Active
RISK-9fa3cd15,SUP-e56934ad,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-e56934ad is 0.,Conduct quarterly financial health reviews and diversify suppliers to mitigate the risk of poor supplier financial health.,Active
RISK-2ec7dc2a,SUP-e56934ad,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e56934ad is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-dd68928a,SUP-5f01d796,Country Risk,0.0,Country Risk for supplier SUP-5f01d796 is 0.,Conduct regular reviews of local regulations to ensure compliance and adapt business operations accordingly.,Active
RISK-7f55468f,SUP-5f01d796,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5f01d796 is 0.,Diversify supply base to reduce reliance on single suppliers and enhance resilience.,Active
RISK-74cf515e,SUP-5f01d796,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-5f01d796 is 10.,"Enhance financial health assessment through regular credit checks, diversified payment terms, and robust vendor due diligence to mitigate high financial health risks.",Active
RISK-90f900ad,SUP-5f01d796,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5f01d796 is 0.,Develop a contingency plan.,Active
RISK-402e15bc,SUP-a079b94d,Country Risk,15.0,Country Risk for supplier SUP-a079b94d is 15.,Conduct regular political stability assessments in suppliers from high-risk countries to ensure compliance with ethical business practices.,Active
RISK-d4368eef,SUP-a079b94d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-a079b94d is 0.,Develop a contingency plan.,Active
RISK-54065dbd,SUP-a079b94d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-a079b94d is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains strong cash flow and credit ratings.,Active
RISK-3ede681a,SUP-a079b94d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-a079b94d is 0.,Implement diversified procurement strategy across multiple vendors to reduce spend concentration risk.,Active
RISK-7d4ecc59,SUP-656f343f,Country Risk,15.0,Country Risk for supplier SUP-656f343f is 15.,"Conduct thorough due diligence on suppliers operating in countries with high scores (e.g., >10) to ensure compliance with international standards and implement a robust monitoring system for continuous risk assessment.",Active
RISK-cde3f53b,SUP-656f343f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-656f343f is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-f530177c,SUP-656f343f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-656f343f is 0.,Conduct quarterly credit assessments and maintain liquidity buffers to ensure financial stability.,Active
RISK-5c60280d,SUP-656f343f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-656f343f is 0.,Diversify suppliers across regions to reduce concentration risk.,Active
RISK-66d5d080,SUP-724e9171,Country Risk,0.0,Country Risk for supplier SUP-724e9171 is 0.,Conduct regular geopolitical assessments to ensure supply chain resilience.,Active
RISK-8dba8345,SUP-724e9171,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-724e9171 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-1fcb1536,SUP-724e9171,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-724e9171 is 0.,Monitor the supplier's financial statements and credit ratings regularly to ensure solvency and timely payments.,Active
RISK-8758ee57,SUP-724e9171,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-724e9171 is 0.,Implement tiered contracts with diversified suppliers to reduce spend concentration risk.,Active
RISK-dbe8282a,SUP-ebd1fba5,Country Risk,15.0,Country Risk for supplier SUP-ebd1fba5 is 15.,Conduct comprehensive due diligence on local suppliers and establish backup suppliers in safer countries to reduce the impact of country risks scoring 15.,Active
RISK-2560d5b1,SUP-ebd1fba5,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ebd1fba5 is 0.,Diversify supply base to reduce dependency on single suppliers.,Active
RISK-77622df7,SUP-ebd1fba5,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-ebd1fba5 is 10.,Conduct thorough financial health assessments before engaging new suppliers to mitigate risks associated with poor credit ratings.,Active
RISK-119a09a5,SUP-ebd1fba5,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ebd1fba5 is 0.,Review and diversify spending across suppliers to reduce concentration risk.,Active
RISK-cf5a6f49,SUP-b4717a3d,Country Risk,15.0,Country Risk for supplier SUP-b4717a3d is 15.,Conduct regular market intelligence assessments to monitor political stability and economic conditions in the country.,Active
RISK-c235869e,SUP-b4717a3d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b4717a3d is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-8bbaeb1b,SUP-b4717a3d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b4717a3d is 0.,Conduct quarterly financial health assessments and maintain diversified vendor relationships to reduce the risk of financial instability.,Active
RISK-870a2532,SUP-b4717a3d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b4717a3d is 0.,Develop a contingency plan.,Active
RISK-37bec338,SUP-0e733c49,Country Risk,0.0,Country Risk for supplier SUP-0e733c49 is 0.,Maintain diversified supply base to reduce dependency on any single country.,Active
RISK-c3f483ed,SUP-0e733c49,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0e733c49 is 0.,Develop a contingency plan.,Active
RISK-6bce94c4,SUP-0e733c49,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-0e733c49 is 10.,Conduct quarterly financial health assessments and diversify the supplier base to minimize exposure.,Active
RISK-bf8a6bcb,SUP-0e733c49,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0e733c49 is 0.,Implement stricter credit checks and diversify suppliers to reduce spend concentration risk.,Active
RISK-fc3d4418,SUP-4a32550d,Country Risk,15.0,Country Risk for supplier SUP-4a32550d is 15.,Conduct regular country-specific risk assessments to identify potential threats and implement contingency plans accordingly.,Active
RISK-bb918e64,SUP-4a32550d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4a32550d is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-9b45d515,SUP-4a32550d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4a32550d is 0.,Conduct quarterly credit checks and maintain diversified procurement strategies to minimize financial health risks.,Active
RISK-9cda4a28,SUP-4a32550d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4a32550d is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-c316122b,SUP-0d2eb7c3,Country Risk,15.0,Country Risk for supplier SUP-0d2eb7c3 is 15.,Conduct thorough due diligence on suppliers based in high-risk countries to ensure compliance and reduce exposure.,Active
RISK-ff560031,SUP-0d2eb7c3,Single Sourcing Risk,25.0,Single Sourcing Risk for supplier SUP-0d2eb7c3 is 25.0.,"Diversify suppliers to reduce dependency on single sources, implement regular audits, and establish robust risk management protocols.",Active
RISK-d1db9ddf,SUP-0d2eb7c3,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0d2eb7c3 is 0.,"Conduct quarterly financial health assessments to monitor the supplier's liquidity, solvency, and profitability.",Active
RISK-06335ad2,SUP-0d2eb7c3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0d2eb7c3 is 0.,Implement diversified vendor contracts to reduce reliance on any single supplier.,Active
RISK-deed0e3a,SUP-04a74e0f,Country Risk,15.0,Country Risk for supplier SUP-04a74e0f is 15.,Conduct regular market assessments and diversify supply chains to mitigate country risks associated with the score.,Active
RISK-e1b7b1f6,SUP-04a74e0f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-04a74e0f is 0.,Diversify suppliers to reduce reliance on single sources.,Active
RISK-68636413,SUP-04a74e0f,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-04a74e0f is 10.,Conduct regular financial health assessments and diversify supply base to reduce dependency on high-risk suppliers.,Active
RISK-8a39cc30,SUP-04a74e0f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-04a74e0f is 0.,Implement multi-tiered vendor selection processes with periodic performance reviews to reduce spend concentration risks.,Active
RISK-baa0d551,SUP-8e5d8ff5,Country Risk,0.0,Country Risk for supplier SUP-8e5d8ff5 is 0.,Conduct regular security audits and implement robust data protection measures to address potential country risks.,Active
RISK-2feef759,SUP-8e5d8ff5,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8e5d8ff5 is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-10e80a2e,SUP-8e5d8ff5,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-8e5d8ff5 is 25.,Conduct quarterly financial health reviews and diversify suppliers to mitigate financial health risks.,Active
RISK-8933edaf,SUP-8e5d8ff5,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8e5d8ff5 is 0.,"Diversify suppliers to reduce dependency on single sources, monitor spend concentration regularly, and maintain multiple contracts with varied terms to mitigate risks associated with high concentration scores.",Active
RISK-1d097ab8,SUP-4fc95b25,Country Risk,15.0,Country Risk for supplier SUP-4fc95b25 is 15.,Conduct regular geopolitical risk assessments and diversify supply chain to reduce exposure.,Active
RISK-61a873b4,SUP-4fc95b25,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4fc95b25 is 0.,Diversify the supplier base to reduce reliance on a single vendor.,Active
RISK-fc4c0af3,SUP-4fc95b25,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4fc95b25 is 0.,"Conduct quarterly financial health reviews to monitor liquidity, solvency, and profitability metrics, and establish clear credit limits and payment terms agreements with suppliers to ensure timely payments and reduce default risks.",Active
RISK-92d282e8,SUP-4fc95b25,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4fc95b25 is 0.,Implement real-time spend monitoring tools to identify concentration risks early and adjust spending limits proactively.,Active
RISK-e493b17d,SUP-348831ef,Country Risk,15.0,Country Risk for supplier SUP-348831ef is 15.,Conduct thorough due diligence on suppliers operating in high-risk countries to ensure compliance with international standards and regulations.,Active
RISK-3e30e24c,SUP-348831ef,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-348831ef is 0.,Develop a contingency plan.,Active
RISK-c33d45b3,SUP-348831ef,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-348831ef is 10.,Conduct quarterly financial health assessments and diversify payment terms across multiple suppliers to mitigate the high financial health risk.,Active
RISK-d838475b,SUP-348831ef,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-348831ef is 0.,Diversify spending across multiple vendors to reduce concentration risks associated with this supply chain.,Active
RISK-41cc66bc,SUP-8cde5a94,Country Risk,15.0,Country Risk for supplier SUP-8cde5a94 is 15.,Enhance local compliance monitoring and diversify supply chain to reduce dependency on high-risk countries.,Active
RISK-d9845696,SUP-8cde5a94,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8cde5a94 is 0.,Diversify suppliers to reduce dependency on single sources and increase resilience.,Active
RISK-a295114d,SUP-8cde5a94,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-8cde5a94 is 10.,Conduct quarterly financial health assessments on the supplier to ensure liquidity and solvency.,Active
RISK-8ea511a7,SUP-8cde5a94,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8cde5a94 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-760c1e59,SUP-c7fd4ec8,Country Risk,15.0,Country Risk for supplier SUP-c7fd4ec8 is 15.,Conduct thorough due diligence on local regulations and political stability before entering the market to mitigate country risk.,Active
RISK-648e9540,SUP-c7fd4ec8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c7fd4ec8 is 0.,Diversify the supply chain by establishing multiple suppliers to reduce reliance on any single source.,Active
RISK-5815929e,SUP-c7fd4ec8,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-c7fd4ec8 is 10.,Conduct quarterly financial health assessments and implement diversified payment terms to mitigate the high financial health risk.,Active
RISK-b94b9024,SUP-c7fd4ec8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c7fd4ec8 is 0.,Implement real-time spend monitoring to proactively manage concentration risks and ensure financial stability.,Active
RISK-1c1824e6,SUP-ee4b0930,Country Risk,15.0,Country Risk for supplier SUP-ee4b0930 is 15.,Conduct regular audits on suppliers based in high-risk countries and implement strict compliance monitoring to ensure adherence to local regulations and ethical standards.,Active
RISK-a2369365,SUP-ee4b0930,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ee4b0930 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-ee0dd060,SUP-ee4b0930,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-ee4b0930 is 0.,Conduct quarterly financial health assessments and diversify supply base to reduce reliance on any single supplier.,Active
RISK-6198a056,SUP-ee4b0930,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ee4b0930 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-0e9081ae,SUP-32730e92,Country Risk,15.0,Country Risk for supplier SUP-32730e92 is 15.,Enhance monitoring and reporting mechanisms to identify and address potential risks associated with the country.,Active
RISK-619497c6,SUP-32730e92,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-32730e92 is 0.,Diversify supplier base to reduce dependency on single suppliers.,Active
RISK-778477ae,SUP-32730e92,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-32730e92 is 0.,Develop a contingency plan.,Active
RISK-47030e23,SUP-32730e92,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-32730e92 is 0.,Implement robust credit checks and diversify suppliers to reduce spend concentration risk.,Active
RISK-77e9f617,SUP-adc8b895,Country Risk,0.0,Country Risk for supplier SUP-adc8b895 is 0.,Monitor political stability and regulatory changes in the country to ensure continued compliance and minimize potential disruptions.,Active
RISK-fbeb5efd,SUP-adc8b895,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-adc8b895 is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-fa06b51d,SUP-adc8b895,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-adc8b895 is 0.,Conduct quarterly financial health assessments and diversify suppliers to mitigate the financial health risk.,Active
RISK-305ccce4,SUP-adc8b895,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-adc8b895 is 0.,Diversify suppliers to reduce concentration risks.,Active
RISK-1413633d,SUP-6dbda4d3,Country Risk,15.0,Country Risk for supplier SUP-6dbda4d3 is 15.,Diversify supply chain to include suppliers from lower-risk countries and conduct regular audits to ensure compliance with international standards.,Active
RISK-34e3208f,SUP-6dbda4d3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6dbda4d3 is 0.,Develop a contingency plan.,Active
RISK-0bb3b1d4,SUP-6dbda4d3,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6dbda4d3 is 0.,Conduct quarterly credit checks on suppliers to ensure they maintain strong financial health scores above the threshold.,Active
RISK-fd37d02f,SUP-6dbda4d3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6dbda4d3 is 0.,Implement robust monitoring systems to identify potential concentration risks and ensure timely corrective actions are taken.,Active
RISK-e622b757,SUP-f9a63c02,Country Risk,15.0,Country Risk for supplier SUP-f9a63c02 is 15.,Conduct regular geopolitical assessments and diversify supply chains to reduce exposure from country risks scoring above 15.,Active
RISK-82bec48a,SUP-f9a63c02,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f9a63c02 is 0.,Develop a contingency plan.,Active
RISK-962183aa,SUP-f9a63c02,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-f9a63c02 is 0.,Conduct quarterly financial health assessments to identify early warning signs.,Active
RISK-ebf29a2a,SUP-f9a63c02,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f9a63c02 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-ca7bfb82,SUP-37a77e3a,Country Risk,0.0,Country Risk for supplier SUP-37a77e3a is 0.,Conduct thorough due diligence on suppliers operating in high-risk countries to ensure compliance with international standards and regulations.,Active
RISK-c1e61373,SUP-37a77e3a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-37a77e3a is 0.,Diversify supply base to reduce reliance on single suppliers.,Active
RISK-aa69ddf0,SUP-37a77e3a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-37a77e3a is 0.,"Conduct quarterly financial health assessments to identify any signs of deterioration early, ensuring timely action.",Active
RISK-d49920f3,SUP-37a77e3a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-37a77e3a is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-e4aa606a,SUP-9eed5174,Country Risk,15.0,Country Risk for supplier SUP-9eed5174 is 15.,Enhance local compliance monitoring and establish regular business continuity drills to mitigate country risk.,Active
RISK-f09de0a3,SUP-9eed5174,Single Sourcing Risk,25.0,Single Sourcing Risk for supplier SUP-9eed5174 is 25.0.,Diversify supplier base to reduce dependency on single source.,Active
RISK-734c1c46,SUP-9eed5174,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9eed5174 is 0.,Conduct quarterly financial health assessments of suppliers to identify any declining solvency trends.,Active
RISK-4c669252,SUP-9eed5174,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9eed5174 is 0.,Diversify suppliers to reduce reliance on any single vendor.,Active
RISK-5ea26ede,SUP-8642b3a2,Country Risk,15.0,Country Risk for supplier SUP-8642b3a2 is 15.,Diversify supply chain across multiple countries to reduce exposure from country risks.,Active
RISK-7005ac9b,SUP-8642b3a2,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8642b3a2 is 0.,Diversify sourcing strategy to reduce reliance on single suppliers.,Active
RISK-315f6919,SUP-8642b3a2,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-8642b3a2 is 0.,Conduct quarterly financial health assessments and maintain diversified sourcing to ensure supplier stability.,Active
RISK-2698461e,SUP-8642b3a2,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8642b3a2 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-2b87b4d1,SUP-b9196a2c,Country Risk,0.0,Country Risk for supplier SUP-b9196a2c is 0.,Conduct regular audits to ensure compliance with local regulations and corporate social responsibility standards.,Active
RISK-21d50a10,SUP-b9196a2c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b9196a2c is 0.,Develop a contingency plan.,Active
RISK-b3e4b839,SUP-b9196a2c,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-b9196a2c is 10.,Conduct quarterly financial health assessments and enforce payment terms to mitigate the high financial health risk.,Active
RISK-31767982,SUP-b9196a2c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b9196a2c is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-167e869f,SUP-bfb05cfb,Country Risk,15.0,Country Risk for supplier SUP-bfb05cfb is 15.,Conduct thorough due diligence on suppliers operating in high-risk countries to ensure compliance with international standards and mitigate potential disruptions.,Active
RISK-5fe7b599,SUP-bfb05cfb,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-bfb05cfb is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-17730f70,SUP-bfb05cfb,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-bfb05cfb is 0.,Monitor quarterly financial statements and credit ratings to ensure the supplier maintains strong financial health.,Active
RISK-8cebdbde,SUP-bfb05cfb,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-bfb05cfb is 0.,Diversify suppliers to reduce concentration risks.,Active
RISK-9a45550f,SUP-32bc9673,Country Risk,0.0,Country Risk for supplier SUP-32bc9673 is 0.,Implement diversified sourcing strategy to reduce dependency on high-risk countries.,Active
RISK-510908a9,SUP-32bc9673,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-32bc9673 is 0.,Diversify the supplier base to reduce dependency on single sources.,Active
RISK-7fca1e2b,SUP-32bc9673,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-32bc9673 is 0.,Conduct quarterly financial health reviews to monitor the supplier's solvency ratios and identify early warning signs of potential defaults.,Active
RISK-de52905d,SUP-32bc9673,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-32bc9673 is 0.,Implement diversified supply chain strategies to reduce reliance on any single supplier.,Active
RISK-16533806,SUP-6da87cd1,Country Risk,15.0,Country Risk for supplier SUP-6da87cd1 is 15.,Diversify supply chain to include suppliers from lower-risk countries.,Active
RISK-d9679815,SUP-6da87cd1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6da87cd1 is 0.,"Diversify suppliers to reduce dependency on single sources, enhancing resilience against supply chain disruptions.",Active
RISK-8b6c64f8,SUP-6da87cd1,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6da87cd1 is 0.,Conduct regular financial health assessments to ensure the supplier maintains strong credit ratings and liquidity.,Active
RISK-e13e7786,SUP-6da87cd1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6da87cd1 is 0.,Implement robust vendor management processes including regular audits and performance reviews to ensure suppliers meet agreed-upon quality and compliance standards.,Active
RISK-0862684b,SUP-58e6739f,Country Risk,15.0,Country Risk for supplier SUP-58e6739f is 15.,Conduct thorough due diligence on suppliers operating in high-risk countries to ensure compliance with international standards and regulations.,Active
RISK-02fc7401,SUP-58e6739f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-58e6739f is 0.,Diversify supply base to reduce dependency on single suppliers and enhance resilience.,Active
RISK-06d19af2,SUP-58e6739f,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-58e6739f is 10.,Enhance financial monitoring through regular credit assessments and stress testing to proactively identify potential cash flow issues.,Active
RISK-c3ca9d63,SUP-58e6739f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-58e6739f is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-6dfff6e9,SUP-4741ece5,Country Risk,0.0,Country Risk for supplier SUP-4741ece5 is 0.,Conduct regular geopolitical assessments to proactively address potential risks associated with operating in the country.,Active
RISK-7f1e86e3,SUP-4741ece5,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4741ece5 is 0.,Diversify supplier base to reduce reliance on a single source.,Active
RISK-8e95f5c5,SUP-4741ece5,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-4741ece5 is 10.,Conduct quarterly financial health assessments and diversify supplier base to reduce exposure from high-risk suppliers.,Active
RISK-5e994b2f,SUP-4741ece5,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4741ece5 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-0e3dccad,SUP-96e8bafd,Country Risk,0.0,Country Risk for supplier SUP-96e8bafd is 0.,Monitor economic stability and political climate in the country to ensure compliance with international regulations.,Active
RISK-eeaafe0e,SUP-96e8bafd,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-96e8bafd is 0.,Develop a contingency plan.,Active
RISK-f9670803,SUP-96e8bafd,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-96e8bafd is 0.,Conduct quarterly financial health assessments and diversify supply chain sources to minimize exposure.,Active
RISK-19cba110,SUP-96e8bafd,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-96e8bafd is 0.,Review and optimize spending patterns to reduce concentration risks.,Active
RISK-a7b7ec64,SUP-428faa9a,Country Risk,15.0,Country Risk for supplier SUP-428faa9a is 15.,"Enhance due diligence on supplier operations in the high-risk country (score: 15) by conducting regular audits, diversifying supply chain locations, and implementing stricter contract terms to ensure compliance and reduce exposure.",Active
RISK-a620b80c,SUP-428faa9a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-428faa9a is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-94a5bf7f,SUP-428faa9a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-428faa9a is 0.,Conduct regular credit assessments and maintain open communication channels to monitor the financial health of suppliers.,Active
