employee_id,skill_id,proficiency_level,years_of_experience
EMP0171,SKILL047,Advanced,8.2
EMP0171,SKILL013,Expert,4.7
EMP0171,SKILL011,Advanced,6.9
EMP0171,SKILL010,Advanced,4.8
EMP0171,SKILL001,Advanced,9.9
EMP0171,SKILL045,Expert,9.1
EMP0171,SKILL009,Expert,8.4
EMP0171,SKILL003,Expert,4.1
EMP0171,SKILL021,Advanced,4.7
EMP0172,SKILL007,Advanced,3.2
EMP0172,SKILL011,Advanced,5.9
EMP0172,SKILL001,Advanced,3.4
EMP0172,SKILL026,Advanced,4.5
EMP0172,SKILL044,Expert,7.0
EMP0172,SKILL012,Beginner,0.6
EMP0172,SKILL043,Advanced,4.2
EMP0172,SKILL015,Beginner,1.9
EMP0172,SKILL010,Intermediate,2.1
EMP0172,SKILL045,Advanced,4.5
EMP0173,SKILL035,Expert,5.3
EMP0173,SKILL024,Advanced,5.4
EMP0173,SKILL031,Advanced,2.0
EMP0173,SKILL045,Beginner,2.4
EMP0173,SKILL020,Expert,3.2
EMP0173,SKILL029,Intermediate,2.0
EMP0174,SKILL029,Beginner,1.0
EMP0174,SKILL033,Intermediate,1.0
EMP0174,SKILL027,Expert,6.5
EMP0174,SKILL024,Advanced,6.3
EMP0174,SKILL049,Advanced,2.1
EMP0175,SKILL028,Expert,5.8
EMP0175,SKILL029,Expert,8.2
EMP0175,SKILL024,Advanced,6.2
EMP0175,SKILL049,Expert,8.0
EMP0175,SKILL038,Advanced,7.4
EMP0176,SKILL034,Expert,7.5
EMP0176,SKILL024,Advanced,7.9
EMP0176,SKILL029,Advanced,3.6
EMP0176,SKILL020,Intermediate,2.2
EMP0176,SKILL046,Advanced,3.1
EMP0176,SKILL033,Advanced,4.0
EMP0176,SKILL035,Intermediate,2.9
EMP0176,SKILL045,Expert,6.3
EMP0176,SKILL031,Advanced,8.6
EMP0177,SKILL039,Expert,6.2
EMP0177,SKILL018,Advanced,5.3
EMP0177,SKILL024,Beginner,0.7
EMP0177,SKILL020,Beginner,1.6
EMP0177,SKILL038,Intermediate,0.6
EMP0178,SKILL046,Advanced,3.1
EMP0178,SKILL031,Advanced,2.9
EMP0178,SKILL027,Advanced,2.2
EMP0178,SKILL035,Advanced,3.5
EMP0178,SKILL023,Intermediate,1.3
EMP0178,SKILL020,Intermediate,3.4
EMP0178,SKILL032,Intermediate,1.7
EMP0178,SKILL045,Beginner,1.5
EMP0178,SKILL034,Advanced,3.5
EMP0178,SKILL029,Expert,3.4
EMP0179,SKILL021,Expert,9.0
EMP0179,SKILL045,Intermediate,1.5
EMP0179,SKILL012,Intermediate,1.6
EMP0179,SKILL007,Intermediate,1.7
EMP0179,SKILL025,Expert,10.2
EMP0179,SKILL003,Beginner,0.7
EMP0179,SKILL026,Expert,9.5
EMP0179,SKILL016,Advanced,5.7
EMP0179,SKILL043,Expert,8.3
EMP0179,SKILL015,Advanced,5.1
EMP0180,SKILL033,Advanced,5.6
EMP0180,SKILL029,Intermediate,1.7
EMP0180,SKILL024,Advanced,7.7
EMP0180,SKILL035,Expert,6.2
EMP0180,SKILL045,Intermediate,1.3
EMP0180,SKILL031,Advanced,5.4
EMP0180,SKILL027,Expert,7.1
EMP0180,SKILL032,Intermediate,5.0
EMP0180,SKILL023,Expert,4.8
EMP0181,SKILL039,Advanced,1.5
EMP0181,SKILL028,Intermediate,0.8
EMP0181,SKILL020,Beginner,0.8
EMP0181,SKILL029,Intermediate,1.7
EMP0181,SKILL018,Intermediate,0.7
EMP0181,SKILL038,Intermediate,1.4
EMP0181,SKILL024,Expert,3.4
EMP0182,SKILL038,Intermediate,1.4
EMP0182,SKILL018,Advanced,1.9
EMP0182,SKILL039,Intermediate,2.1
EMP0182,SKILL020,Advanced,3.4
EMP0182,SKILL024,Intermediate,3.6
EMP0182,SKILL045,Intermediate,2.7
EMP0182,SKILL029,Expert,3.1
EMP0182,SKILL028,Intermediate,2.6
EMP0183,SKILL034,Advanced,4.1
EMP0183,SKILL035,Advanced,1.1
EMP0183,SKILL033,Expert,7.9
EMP0183,SKILL023,Advanced,3.2
EMP0183,SKILL020,Expert,9.1
EMP0183,SKILL027,Expert,7.4
EMP0183,SKILL031,Expert,8.5
EMP0184,SKILL007,Advanced,5.4
EMP0184,SKILL001,Intermediate,2.9
EMP0184,SKILL047,Expert,4.7
EMP0184,SKILL025,Advanced,4.4
EMP0184,SKILL044,Intermediate,1.7
EMP0184,SKILL003,Intermediate,1.8
EMP0184,SKILL021,Advanced,3.9
EMP0184,SKILL010,Intermediate,1.9
EMP0184,SKILL016,Intermediate,1.4
EMP0184,SKILL006,Intermediate,1.7
EMP0184,SKILL004,Expert,4.8
EMP0184,SKILL015,Advanced,1.5
EMP0185,SKILL027,Expert,7.5
EMP0185,SKILL020,Beginner,1.0
EMP0185,SKILL023,Expert,6.0
EMP0185,SKILL034,Intermediate,2.2
EMP0185,SKILL033,Intermediate,5.7
EMP0185,SKILL045,Intermediate,2.7
EMP0185,SKILL032,Expert,4.3
EMP0185,SKILL029,Intermediate,2.2
EMP0185,SKILL024,Intermediate,3.2
EMP0185,SKILL046,Intermediate,2.2
EMP0185,SKILL031,Expert,3.5
EMP0186,SKILL020,Intermediate,5.2
EMP0186,SKILL045,Intermediate,3.3
EMP0186,SKILL024,Intermediate,2.6
EMP0186,SKILL034,Beginner,2.9
EMP0186,SKILL049,Intermediate,1.6
EMP0186,SKILL029,Beginner,0.8
EMP0186,SKILL035,Intermediate,1.6
EMP0186,SKILL033,Beginner,0.9
EMP0186,SKILL031,Expert,6.7
EMP0187,SKILL029,Advanced,1.3
EMP0187,SKILL020,Advanced,3.9
EMP0187,SKILL024,Advanced,3.3
EMP0187,SKILL039,Intermediate,3.2
EMP0187,SKILL018,Intermediate,1.3
EMP0188,SKILL033,Advanced,4.0
EMP0188,SKILL020,Beginner,2.1
EMP0188,SKILL034,Expert,3.9
EMP0188,SKILL029,Advanced,1.5
EMP0188,SKILL024,Beginner,0.8
EMP0188,SKILL035,Advanced,3.0
EMP0189,SKILL038,Advanced,1.2
EMP0189,SKILL023,Intermediate,3.2
EMP0189,SKILL018,Expert,5.3
EMP0189,SKILL027,Intermediate,1.9
EMP0189,SKILL028,Advanced,6.0
EMP0189,SKILL045,Expert,5.9
EMP0189,SKILL029,Advanced,7.2
EMP0189,SKILL024,Intermediate,3.7
EMP0190,SKILL043,Advanced,4.3
EMP0190,SKILL006,Advanced,2.2
EMP0190,SKILL007,Beginner,0.8
EMP0190,SKILL021,Intermediate,2.2
EMP0190,SKILL013,Beginner,2.3
EMP0190,SKILL003,Intermediate,2.6
EMP0190,SKILL026,Beginner,2.7
EMP0190,SKILL011,Intermediate,4.4
EMP0190,SKILL045,Intermediate,2.8
EMP0190,SKILL025,Advanced,1.9
EMP0190,SKILL017,Intermediate,4.0
EMP0191,SKILL024,Expert,4.0
EMP0191,SKILL020,Beginner,2.7
EMP0191,SKILL032,Intermediate,1.2
EMP0191,SKILL027,Intermediate,1.5
EMP0191,SKILL035,Advanced,2.8
EMP0191,SKILL031,Expert,3.2
EMP0191,SKILL045,Advanced,4.1
EMP0192,SKILL023,Advanced,3.3
EMP0192,SKILL045,Beginner,1.9
EMP0192,SKILL027,Advanced,3.2
EMP0192,SKILL020,Advanced,4.2
EMP0192,SKILL029,Intermediate,2.2
EMP0192,SKILL028,Advanced,4.9
EMP0192,SKILL024,Beginner,1.7
EMP0193,SKILL033,Advanced,6.2
EMP0193,SKILL029,Beginner,0.9
EMP0193,SKILL024,Advanced,5.0
EMP0193,SKILL034,Advanced,3.0
EMP0193,SKILL031,Expert,7.2
EMP0193,SKILL050,Expert,4.9
EMP0193,SKILL020,Expert,6.8
EMP0194,SKILL039,Intermediate,3.1
EMP0194,SKILL045,Intermediate,0.8
EMP0194,SKILL038,Intermediate,1.3
EMP0194,SKILL018,Advanced,1.7
EMP0194,SKILL024,Intermediate,1.7
EMP0194,SKILL029,Advanced,1.7
EMP0194,SKILL028,Advanced,1.4
EMP0195,SKILL018,Advanced,6.5
EMP0195,SKILL032,Intermediate,1.6
EMP0195,SKILL039,Expert,5.5
EMP0195,SKILL027,Beginner,2.2
EMP0195,SKILL029,Expert,9.4
EMP0195,SKILL028,Advanced,5.3
EMP0195,SKILL023,Beginner,0.9
EMP0195,SKILL045,Advanced,9.3
EMP0196,SKILL049,Intermediate,1.8
EMP0196,SKILL034,Expert,3.2
EMP0196,SKILL024,Advanced,1.7
EMP0196,SKILL032,Intermediate,2.0
EMP0196,SKILL029,Advanced,3.3
EMP0196,SKILL033,Beginner,1.7
EMP0196,SKILL035,Beginner,2.1
EMP0196,SKILL045,Beginner,2.7
EMP0196,SKILL027,Beginner,0.7
EMP0197,SKILL027,Beginner,0.8
EMP0197,SKILL006,Advanced,6.1
EMP0197,SKILL010,Expert,8.3
EMP0197,SKILL026,Intermediate,5.8
EMP0197,SKILL013,Expert,9.5
EMP0197,SKILL043,Expert,7.8
EMP0197,SKILL011,Expert,3.0
EMP0197,SKILL025,Advanced,4.9
EMP0197,SKILL007,Advanced,2.4
EMP0197,SKILL044,Expert,9.1
EMP0197,SKILL001,Advanced,7.8
EMP0198,SKILL012,Beginner,1.5
EMP0198,SKILL003,Expert,4.5
EMP0198,SKILL017,Advanced,2.0
EMP0198,SKILL002,Advanced,6.0
EMP0198,SKILL001,Intermediate,2.0
EMP0198,SKILL025,Beginner,2.9
EMP0199,SKILL032,Advanced,3.4
EMP0199,SKILL034,Advanced,9.0
EMP0199,SKILL024,Expert,10.7
EMP0199,SKILL020,Expert,3.3
EMP0199,SKILL045,Beginner,0.6
EMP0199,SKILL023,Advanced,8.0
EMP0200,SKILL010,Advanced,3.5
EMP0200,SKILL003,Intermediate,2.7
EMP0200,SKILL004,Intermediate,3.1
EMP0200,SKILL001,Advanced,3.8
EMP0200,SKILL026,Intermediate,0.5
EMP0200,SKILL012,Advanced,3.4
EMP0200,SKILL009,Advanced,3.4
EMP0200,SKILL017,Advanced,2.4
